txn_id,txn_timestamp,from_acct_id,to_acct_id,txn_type,amount,status,error_msg
4225,2025-01-02 21:16:33,1489,455,UPI,76,SUCCESS,
4226,2025-03-26 02:15:09,611,2767,UPI,985,SUCCESS,
4227,2025-01-24 20:40:37,1420,3918,UPI,2979,SUCCESS,
4228,2025-09-14 07:38:43,4465,,INTEREST CREDIT,3039,SUCCESS,
4229,2025-06-27 08:25:14,3975,4429,UPI,4974,SUCCESS,
4230,2025-02-01 21:25:25,4671,,ATM WITHDRAWAL,9514,SUCCESS,
4231,2025-05-24 12:32:35,2903,1085,FUND TRANSFER,878226,SUCCESS,
4232,2025-11-12 00:36:38,2749,1378,FUND TRANSFER,831594,SUCCESS,
4233,2025-03-11 17:44:19,66,2510,UPI,5474,SUCCESS,
4234,2025-05-20 22:18:22,3406,2152,IMPS,26385,SUCCESS,
4235,2025-05-09 07:25:27,3992,,INTEREST CREDIT,1887,SUCCESS,
4236,2025-03-15 01:06:30,4009,4961,FUND TRANSFER,769793,SUCCESS,
4237,2025-02-03 07:00:46,3088,4175,IMPS,78521,SUCCESS,
4238,2025-05-01 11:04:55,3182,1097,FUND TRANSFER,187787,SUCCESS,
4239,2025-04-19 08:56:09,642,2937,IMPS,160858,SUCCESS,
4240,2025-02-23 15:56:55,1725,,ATM WITHDRAWAL,8715,SUCCESS,
4241,2025-03-12 10:20:06,1733,,WITHDRAWAL,19461,SUCCESS,
4242,2025-09-02 21:15:36,3191,,ATM WITHDRAWAL,1431,SUCCESS,
4243,2025-07-03 13:43:02,3201,1217,UPI,9485,SUCCESS,
4244,2025-07-10 23:29:05,3911,2324,UPI,1808,SUCCESS,
4245,2025-10-30 09:10:23,2,,WITHDRAWAL,44462,SUCCESS,
4246,2025-11-26 15:08:38,4069,,ATM WITHDRAWAL,3255,SUCCESS,
4247,2025-06-16 07:24:20,1412,4541,FUND TRANSFER,84031,SUCCESS,
4248,2025-01-03 23:57:56,4466,2897,IMPS,65446,SUCCESS,
4249,2025-01-26 00:15:51,4286,165,FUND TRANSFER,557901,SUCCESS,
4250,2025-04-14 22:48:33,900,2374,UPI,5146,SUCCESS,
4251,2025-11-20 04:17:12,460,,DEPOSIT,53805,SUCCESS,
4252,2025-08-01 03:40:49,3407,477,FUND TRANSFER,877592,SUCCESS,
4253,2025-03-18 03:27:46,1028,913,UPI,5071,SUCCESS,
4254,2025-03-23 17:48:43,1392,2679,FUND TRANSFER,321689,SUCCESS,
4255,2025-01-23 21:48:52,45,,ATM WITHDRAWAL,4303,SUCCESS,
4256,2025-03-09 20:21:25,3654,2926,NEFT,100019,SUCCESS,
4257,2025-11-18 04:34:55,1150,,DEPOSIT,79349,SUCCESS,
4258,2025-02-14 17:29:27,4434,2540,FUND TRANSFER,397935,SUCCESS,
4259,2025-07-09 06:50:16,2464,3110,IMPS,65555,SUCCESS,
4260,2025-05-10 13:19:18,4745,2060,UPI,4420,SUCCESS,
4261,2025-03-15 03:12:19,2073,,WITHDRAWAL,49861,SUCCESS,
4262,2025-02-15 13:16:53,195,710,UPI,8566,SUCCESS,
4263,2025-07-26 08:44:55,3742,3516,UPI,8432,SUCCESS,
4264,2025-04-24 06:13:16,1629,,ATM WITHDRAWAL,3672,SUCCESS,
4265,2025-05-28 14:36:59,792,3447,FUND TRANSFER,526437,FAILED,Insufficient Balance
4266,2025-07-03 13:33:32,1754,,ATM WITHDRAWAL,9449,SUCCESS,
4267,2025-08-22 15:00:35,2568,,ATM WITHDRAWAL,1440,SUCCESS,
4268,2025-11-23 17:55:03,3813,,DEPOSIT,58568,SUCCESS,
4269,2025-02-13 01:53:37,1404,3919,UPI,8102,SUCCESS,
4270,2025-01-01 05:19:34,4035,3023,UPI,7221,FAILED,Daily Limit Exceeded
4271,2025-09-08 06:16:31,1761,,DEPOSIT,7239,SUCCESS,
4272,2025-03-16 00:52:02,3807,2846,IMPS,162156,SUCCESS,
4273,2025-08-12 03:25:44,1433,,DEPOSIT,24131,SUCCESS,
4274,2025-01-21 10:35:05,1703,4731,NEFT,310059,SUCCESS,
4275,2025-04-24 13:48:52,3718,,DEPOSIT,40220,SUCCESS,
4276,2025-10-27 13:36:13,4217,,DEPOSIT,51380,SUCCESS,
4277,2025-10-19 16:10:08,495,3457,UPI,2589,SUCCESS,
4278,2025-04-08 21:39:23,3470,2552,UPI,2635,SUCCESS,
4279,2025-04-30 09:02:13,766,,ATM WITHDRAWAL,3123,SUCCESS,
4280,2025-05-05 08:40:35,3438,3742,IMPS,82327,SUCCESS,
4281,2025-01-09 10:15:05,4384,691,IMPS,184937,SUCCESS,
4282,2025-06-22 20:57:38,308,,ATM WITHDRAWAL,4680,FAILED,Account Blocked
4283,2025-12-06 10:25:19,392,,INTEREST CREDIT,23034,SUCCESS,
4284,2025-01-06 05:42:47,2960,926,UPI,3338,SUCCESS,
4285,2025-08-09 17:27:20,3736,,ATM WITHDRAWAL,4466,SUCCESS,
4286,2025-03-09 21:51:02,1899,2782,IMPS,114278,SUCCESS,
4287,2025-08-19 00:49:24,1941,,DEPOSIT,46616,SUCCESS,
4288,2025-11-02 03:24:02,2578,3619,IMPS,120221,SUCCESS,
4289,2025-11-06 00:49:03,3212,2834,UPI,7014,SUCCESS,
4290,2025-03-27 20:40:45,2320,3386,UPI,8447,SUCCESS,
4291,2025-06-06 03:13:23,3323,2055,FUND TRANSFER,350376,SUCCESS,
4292,2025-10-15 20:24:19,2253,,ATM WITHDRAWAL,9351,SUCCESS,
4293,2025-08-23 20:16:48,1229,4369,IMPS,169936,SUCCESS,
4294,2025-03-27 22:07:17,4793,4635,UPI,5374,SUCCESS,
4295,2025-05-16 04:07:47,3192,,WITHDRAWAL,31659,SUCCESS,
4296,2025-09-09 16:31:05,1335,,ATM WITHDRAWAL,259,SUCCESS,
4297,2025-04-27 23:16:56,4367,142,FUND TRANSFER,638547,SUCCESS,
4298,2025-08-23 10:10:55,2669,3014,IMPS,59839,SUCCESS,
4299,2025-11-27 11:23:36,3866,,DEPOSIT,18302,SUCCESS,
4300,2025-07-28 11:18:07,2969,698,IMPS,81480,SUCCESS,
4301,2025-02-21 22:12:20,4878,3573,FUND TRANSFER,911469,SUCCESS,
4302,2025-02-18 10:14:19,52,,WITHDRAWAL,47129,SUCCESS,
4303,2025-10-21 00:13:14,279,,ATM WITHDRAWAL,4023,SUCCESS,
4304,2025-11-15 06:22:53,1172,,DEPOSIT,19367,SUCCESS,
4305,2025-06-07 12:33:00,3731,1138,UPI,904,SUCCESS,
4306,2025-12-05 03:55:49,2795,4227,UPI,5862,SUCCESS,
4307,2025-04-06 21:30:56,1644,4255,UPI,249,FAILED,Beneficiary Not Found
4308,2025-09-06 06:31:40,2227,747,FUND TRANSFER,346886,SUCCESS,
4309,2025-09-29 04:29:11,2395,462,UPI,1732,SUCCESS,
4310,2025-09-28 19:37:04,1167,1812,IMPS,192011,SUCCESS,
4311,2025-01-05 20:50:19,659,711,UPI,717,SUCCESS,
4312,2025-02-18 22:54:59,2008,,ATM WITHDRAWAL,1305,SUCCESS,
4313,2025-10-01 17:13:57,4944,1180,UPI,5383,SUCCESS,
4314,2025-02-27 16:29:20,4692,,ATM WITHDRAWAL,1924,SUCCESS,
4315,2025-01-25 03:34:04,677,,DEPOSIT,17611,SUCCESS,
4316,2025-06-30 01:10:34,4754,4024,UPI,4389,SUCCESS,
4317,2025-03-06 06:00:24,4201,,ATM WITHDRAWAL,3361,SUCCESS,
4318,2025-04-21 06:45:41,547,1836,IMPS,193999,SUCCESS,
4319,2025-08-19 23:20:48,507,,ATM WITHDRAWAL,5824,SUCCESS,
4320,2025-10-01 14:53:16,3184,1869,UPI,7038,SUCCESS,
4321,2025-05-02 16:24:24,3519,4446,IMPS,122825,SUCCESS,
4322,2025-11-16 11:04:12,2062,4219,NEFT,268351,SUCCESS,
4323,2025-07-01 16:39:19,2330,,DEPOSIT,76581,SUCCESS,
4324,2025-04-27 12:47:45,1046,,ATM WITHDRAWAL,6226,SUCCESS,
4325,2025-08-16 04:21:14,2819,1233,IMPS,181951,SUCCESS,
4326,2025-10-18 22:53:56,439,4165,FUND TRANSFER,674368,SUCCESS,
4327,2025-05-23 12:49:49,3228,988,IMPS,62911,SUCCESS,
4328,2025-05-22 07:08:06,2762,3264,UPI,522,SUCCESS,
4329,2025-05-30 14:45:57,856,,DEPOSIT,26618,SUCCESS,
4330,2025-04-16 19:45:04,3356,,WITHDRAWAL,32362,SUCCESS,
4331,2025-11-29 16:31:24,3206,1657,UPI,5733,SUCCESS,
4332,2025-04-29 17:30:12,1148,,DEPOSIT,90396,SUCCESS,
4333,2025-06-19 17:38:15,681,1637,NEFT,153908,SUCCESS,
4334,2025-04-30 17:53:03,2681,,DEPOSIT,67042,SUCCESS,
4335,2025-03-01 01:51:06,4010,1382,FUND TRANSFER,214824,SUCCESS,
4336,2025-10-05 02:49:42,825,,ATM WITHDRAWAL,122,SUCCESS,
4337,2025-04-26 11:16:36,2754,2263,NEFT,238134,SUCCESS,
4338,2025-09-23 17:11:40,4213,810,NEFT,110375,SUCCESS,
4339,2025-11-12 09:41:16,2214,,DEPOSIT,75594,SUCCESS,
4340,2025-01-22 07:28:33,4232,,WITHDRAWAL,41047,SUCCESS,
4341,2025-08-03 14:37:25,2542,,ATM WITHDRAWAL,9497,SUCCESS,
4342,2025-11-25 21:04:45,2053,,WITHDRAWAL,26204,SUCCESS,
4343,2025-01-17 21:47:34,167,4462,UPI,6558,SUCCESS,
4344,2025-02-21 11:21:30,1705,128,IMPS,25074,SUCCESS,
4345,2025-11-18 19:11:10,980,4309,FUND TRANSFER,452430,SUCCESS,
4346,2025-11-01 05:13:12,3114,749,UPI,1579,SUCCESS,
4347,2025-03-03 16:54:00,4821,2749,FUND TRANSFER,774455,SUCCESS,
4348,2025-10-17 23:35:14,1384,4263,NEFT,192897,SUCCESS,
4349,2025-09-09 08:15:22,244,4775,NEFT,218131,SUCCESS,
4350,2025-09-23 12:02:26,940,4054,FUND TRANSFER,829787,SUCCESS,
4351,2025-02-08 08:37:27,4788,3323,FUND TRANSFER,726188,SUCCESS,
4352,2025-01-03 16:45:07,1729,,ATM WITHDRAWAL,6724,SUCCESS,
4353,2025-02-28 16:52:02,775,4901,NEFT,20549,SUCCESS,
4354,2025-12-09 19:21:35,1155,4139,FUND TRANSFER,622099,FAILED,Network Timeout
4355,2025-11-01 14:22:07,2287,3979,UPI,9536,SUCCESS,
4356,2025-06-29 16:14:04,2777,,WITHDRAWAL,40646,SUCCESS,
4357,2025-04-29 22:02:43,1992,4151,UPI,7854,SUCCESS,
4358,2025-04-13 21:05:59,2283,579,FUND TRANSFER,97659,SUCCESS,
4359,2025-11-24 01:35:27,240,1539,UPI,6960,SUCCESS,
4360,2025-10-26 08:23:51,3715,,WITHDRAWAL,26584,SUCCESS,
4361,2025-08-03 10:15:43,1769,1992,NEFT,161438,SUCCESS,
4362,2025-10-23 15:30:12,4958,,WITHDRAWAL,36589,SUCCESS,
4363,2025-08-01 08:04:13,1171,,WITHDRAWAL,25074,SUCCESS,
4364,2025-01-11 08:43:01,2305,3545,NEFT,13426,SUCCESS,
4365,2025-04-05 07:28:06,4225,156,FUND TRANSFER,475650,SUCCESS,
4366,2025-04-26 14:27:27,2820,,DEPOSIT,22372,SUCCESS,
4367,2025-05-24 03:01:06,3701,,WITHDRAWAL,39632,SUCCESS,
4368,2025-04-05 00:47:10,3294,,ATM WITHDRAWAL,2825,SUCCESS,
4369,2025-12-14 22:51:30,1103,2774,UPI,3883,SUCCESS,
4370,2025-02-09 19:40:31,2501,,ATM WITHDRAWAL,279,SUCCESS,
4371,2025-09-09 18:29:42,2533,3784,UPI,458,SUCCESS,
4372,2025-01-18 02:21:55,1090,1062,UPI,9581,SUCCESS,
4373,2025-11-08 01:38:13,4540,,DEPOSIT,43136,SUCCESS,
4374,2025-01-29 06:17:39,4381,3188,IMPS,154907,SUCCESS,
4375,2025-07-16 16:58:03,4808,1832,IMPS,86024,SUCCESS,
4376,2025-05-12 15:03:41,2715,1783,UPI,9671,SUCCESS,
4377,2025-07-29 23:33:28,1067,,ATM WITHDRAWAL,4694,SUCCESS,
4378,2025-05-30 13:41:47,99,4438,UPI,9608,SUCCESS,
4379,2025-11-04 15:40:47,625,,WITHDRAWAL,37942,SUCCESS,
4380,2025-01-26 06:01:56,1356,,DEPOSIT,30749,SUCCESS,
4381,2025-06-11 02:50:04,619,443,UPI,8239,SUCCESS,
4382,2025-06-06 11:57:27,2474,,ATM WITHDRAWAL,7536,SUCCESS,
4383,2025-07-10 10:16:18,159,,WITHDRAWAL,3334,SUCCESS,
4384,2025-06-28 10:18:16,597,4982,FUND TRANSFER,973737,SUCCESS,
4385,2025-06-22 19:38:49,3097,,DEPOSIT,16490,SUCCESS,
4386,2025-05-31 02:50:05,4729,1565,UPI,2974,SUCCESS,
4387,2025-11-08 12:38:33,67,,ATM WITHDRAWAL,8186,SUCCESS,
4388,2025-05-08 11:31:37,3388,2480,UPI,8567,SUCCESS,
4389,2025-03-17 06:14:05,39,,ATM WITHDRAWAL,3470,SUCCESS,
4390,2025-05-21 16:40:03,4292,4223,UPI,6689,SUCCESS,
4391,2025-03-10 21:56:58,4778,4467,UPI,1325,SUCCESS,
4392,2025-09-21 01:19:57,1453,980,FUND TRANSFER,395608,SUCCESS,
4393,2025-08-16 16:48:35,2973,,WITHDRAWAL,45825,SUCCESS,
4394,2025-04-29 23:25:13,3554,,DEPOSIT,4060,SUCCESS,
4395,2025-03-26 07:05:21,4710,,ATM WITHDRAWAL,7314,SUCCESS,
4396,2025-03-10 11:48:05,2212,496,UPI,2312,FAILED,Insufficient Balance
4397,2025-11-21 16:28:54,2785,790,IMPS,145361,SUCCESS,
4398,2025-08-26 16:51:55,904,369,IMPS,51572,SUCCESS,
4399,2025-10-15 21:36:47,575,4031,NEFT,115402,SUCCESS,
4400,2025-12-04 21:33:59,1548,3513,UPI,6381,SUCCESS,
4401,2025-08-18 23:35:14,307,,ATM WITHDRAWAL,3193,SUCCESS,
4402,2025-06-22 01:13:04,3272,,ATM WITHDRAWAL,5150,SUCCESS,
4403,2025-08-07 01:17:28,1044,,DEPOSIT,99391,SUCCESS,
4404,2025-11-25 11:24:33,3578,2564,UPI,7479,SUCCESS,
4405,2025-05-26 05:25:01,3487,4733,FUND TRANSFER,30187,SUCCESS,
4406,2025-07-07 05:32:52,4738,1932,UPI,4019,SUCCESS,
4407,2025-04-02 21:20:10,20,401,UPI,6144,SUCCESS,
4408,2025-01-18 23:23:01,4244,3685,NEFT,297598,SUCCESS,
4409,2025-12-14 22:59:07,3223,2322,UPI,8821,SUCCESS,
4410,2025-02-12 22:29:00,884,892,IMPS,28229,FAILED,Account Blocked
4411,2025-04-09 12:38:32,440,,ATM WITHDRAWAL,2140,SUCCESS,
4412,2025-02-24 22:06:48,3099,2469,FUND TRANSFER,852874,SUCCESS,
4413,2025-04-16 23:31:37,4374,3625,FUND TRANSFER,172598,SUCCESS,
4414,2025-11-07 04:40:54,1332,1930,FUND TRANSFER,448156,SUCCESS,
4415,2025-12-05 10:27:42,609,,ATM WITHDRAWAL,3125,SUCCESS,
4416,2025-08-19 17:56:39,351,3971,FUND TRANSFER,700095,SUCCESS,
4417,2025-10-21 07:41:17,3884,2826,FUND TRANSFER,439435,SUCCESS,
4418,2025-01-27 20:31:58,3287,,ATM WITHDRAWAL,9313,FAILED,Beneficiary Not Found
4419,2025-09-04 02:58:12,4448,,ATM WITHDRAWAL,7484,SUCCESS,
4420,2025-07-20 22:48:45,1485,,WITHDRAWAL,38135,SUCCESS,
4421,2025-08-09 03:24:49,3011,766,UPI,9059,SUCCESS,
4422,2025-09-26 17:07:21,2500,1683,FUND TRANSFER,857732,SUCCESS,
4423,2025-10-12 11:31:46,2932,4517,UPI,5633,SUCCESS,
4424,2025-07-20 09:04:15,789,,DEPOSIT,37448,SUCCESS,
4425,2025-09-14 11:43:06,3919,123,NEFT,413467,SUCCESS,
4426,2025-01-12 08:19:42,1052,594,UPI,7123,SUCCESS,
4427,2025-05-23 07:38:52,2595,2663,UPI,969,SUCCESS,
4428,2025-05-27 13:11:41,1178,2369,FUND TRANSFER,565097,SUCCESS,
4429,2025-12-17 07:25:04,2042,203,UPI,5992,SUCCESS,
4430,2025-11-19 18:51:12,881,3606,IMPS,48897,SUCCESS,
4431,2025-10-24 14:35:16,1534,1383,UPI,3873,SUCCESS,
4432,2025-08-27 17:52:51,4358,,ATM WITHDRAWAL,5464,SUCCESS,
4433,2025-02-17 18:36:57,60,2812,IMPS,136378,SUCCESS,
4434,2025-08-11 15:36:05,3642,285,NEFT,43768,SUCCESS,
4435,2025-07-21 21:49:31,4076,2345,UPI,903,SUCCESS,
4436,2025-09-02 17:04:31,4961,1190,NEFT,135955,SUCCESS,
4437,2025-08-03 19:24:12,1195,4943,UPI,5496,FAILED,Account Blocked
4438,2025-08-21 21:33:29,3675,,WITHDRAWAL,26611,SUCCESS,
4439,2025-11-13 20:45:26,1510,4708,UPI,772,SUCCESS,
4440,2025-06-13 21:10:49,4207,,ATM WITHDRAWAL,6235,SUCCESS,
4441,2025-06-12 18:22:33,110,,DEPOSIT,1246,SUCCESS,
4442,2025-08-06 09:27:11,4337,4141,UPI,5044,SUCCESS,
4443,2025-03-27 09:16:39,4959,4894,UPI,4890,SUCCESS,
4444,2025-11-13 03:53:00,1115,,WITHDRAWAL,6280,SUCCESS,
4445,2025-10-27 00:22:15,3870,4441,FUND TRANSFER,118352,SUCCESS,
4446,2025-01-16 05:18:52,2731,3424,IMPS,38746,SUCCESS,
4447,2025-07-31 18:10:14,3369,4055,FUND TRANSFER,347638,SUCCESS,
4448,2025-12-08 20:23:11,2827,4575,FUND TRANSFER,358284,SUCCESS,
4449,2025-05-25 19:49:16,1083,,DEPOSIT,40908,SUCCESS,
4450,2025-01-05 06:40:20,618,3221,FUND TRANSFER,211367,SUCCESS,
4451,2025-02-25 17:38:10,2081,3779,IMPS,47313,SUCCESS,
4452,2025-07-19 10:22:59,2301,,DEPOSIT,74327,SUCCESS,
4453,2025-05-20 03:44:04,1229,1164,UPI,9150,SUCCESS,
4454,2025-01-28 10:25:34,4775,813,NEFT,173205,SUCCESS,
4455,2025-07-30 18:25:40,2501,354,FUND TRANSFER,49971,SUCCESS,
4456,2025-12-22 14:47:07,2192,143,IMPS,172603,SUCCESS,
4457,2025-03-26 20:42:40,2784,2529,IMPS,150178,SUCCESS,
4458,2025-06-03 10:43:37,499,,INTEREST CREDIT,3770,SUCCESS,
4459,2025-01-25 20:43:19,3638,3007,UPI,8281,SUCCESS,
4460,2025-07-21 12:00:29,900,1591,NEFT,236722,SUCCESS,
4461,2025-04-24 15:09:14,2866,,WITHDRAWAL,10607,FAILED,Network Timeout
4462,2025-02-24 10:44:37,4461,1181,UPI,5458,SUCCESS,
4463,2025-12-22 10:12:25,1267,,INTEREST CREDIT,21384,SUCCESS,
4464,2025-02-22 21:11:14,3558,,ATM WITHDRAWAL,7979,SUCCESS,
4465,2025-08-28 02:47:10,7,1403,UPI,1541,SUCCESS,
4466,2025-09-09 09:19:30,718,262,UPI,8372,SUCCESS,
4467,2025-02-10 03:04:03,695,4085,IMPS,141785,SUCCESS,
4468,2025-06-20 18:12:32,2880,,ATM WITHDRAWAL,9987,FAILED,Beneficiary Not Found
4469,2025-05-04 12:12:47,377,,ATM WITHDRAWAL,3332,SUCCESS,
4470,2025-07-28 21:43:13,3841,2015,UPI,7697,SUCCESS,
4471,2025-03-23 07:14:08,1725,1095,NEFT,276659,SUCCESS,
4472,2025-03-24 20:25:06,2967,1282,NEFT,443906,SUCCESS,
4473,2025-10-30 19:58:20,1520,,DEPOSIT,3703,FAILED,Invalid Account
4474,2025-04-30 20:24:44,2498,687,IMPS,55825,SUCCESS,
4475,2025-05-14 06:25:08,3525,3740,IMPS,175068,SUCCESS,
4476,2025-10-29 10:51:28,2612,2971,FUND TRANSFER,356738,SUCCESS,
4477,2025-04-24 21:32:28,4134,2613,IMPS,63109,SUCCESS,
4478,2025-11-17 16:07:33,3785,,WITHDRAWAL,42600,SUCCESS,
4479,2025-08-06 21:07:21,697,4515,UPI,1269,SUCCESS,
4480,2025-04-29 16:31:40,2871,,DEPOSIT,42449,SUCCESS,
4481,2025-05-23 05:55:21,2477,3146,UPI,3380,SUCCESS,
4482,2025-04-29 09:57:31,3775,,DEPOSIT,57108,SUCCESS,
4483,2025-12-16 13:36:35,3499,1950,FUND TRANSFER,60313,SUCCESS,
4484,2025-11-01 08:03:21,308,,DEPOSIT,30489,SUCCESS,
4485,2025-07-13 09:53:11,3767,,WITHDRAWAL,46099,SUCCESS,
4486,2025-07-31 07:15:49,2959,2442,NEFT,225966,SUCCESS,
4487,2025-01-19 10:45:39,528,3501,IMPS,59304,SUCCESS,
4488,2025-01-18 20:42:51,2079,,ATM WITHDRAWAL,5432,SUCCESS,
4489,2025-01-20 09:41:29,4603,,WITHDRAWAL,40276,SUCCESS,
4490,2025-04-02 23:09:47,2626,1600,NEFT,465280,SUCCESS,
4491,2025-11-12 10:42:55,3571,1023,IMPS,96079,SUCCESS,
4492,2025-04-09 08:58:48,3445,2912,IMPS,2922,SUCCESS,
4493,2025-08-16 03:30:24,542,,ATM WITHDRAWAL,8161,SUCCESS,
4494,2025-10-25 16:41:16,3650,4225,NEFT,5697,SUCCESS,
4495,2025-01-24 05:49:48,2199,2484,UPI,2892,SUCCESS,
4496,2025-08-02 07:37:53,1571,3418,NEFT,320579,SUCCESS,
4497,2025-03-29 15:35:53,1889,1742,UPI,2301,SUCCESS,
4498,2025-05-17 15:52:20,3373,,DEPOSIT,16140,SUCCESS,
4499,2025-10-25 02:21:55,1653,,ATM WITHDRAWAL,3264,SUCCESS,
4500,2025-12-11 13:37:41,4981,3251,FUND TRANSFER,33914,SUCCESS,
4501,2025-06-04 16:01:14,3925,1608,IMPS,179197,SUCCESS,
4502,2025-09-03 20:33:30,2894,4303,FUND TRANSFER,204364,SUCCESS,
4503,2025-03-18 23:44:48,4849,4723,IMPS,62659,FAILED,Insufficient Balance
4504,2025-03-21 04:32:17,2104,1319,UPI,7009,SUCCESS,
4505,2025-03-14 21:33:34,1812,1443,NEFT,447534,SUCCESS,
4506,2025-12-11 01:54:06,1919,4599,UPI,7051,SUCCESS,
4507,2025-06-01 10:20:07,1719,1491,UPI,2390,SUCCESS,
4508,2025-04-26 17:37:45,39,,INTEREST CREDIT,20570,SUCCESS,
4509,2025-06-18 00:09:30,4513,,ATM WITHDRAWAL,8260,SUCCESS,
4510,2025-01-21 23:51:51,2405,3055,UPI,5828,SUCCESS,
4511,2025-09-01 23:36:24,1181,,WITHDRAWAL,33450,SUCCESS,
4512,2025-09-15 04:49:18,4207,3551,NEFT,190505,SUCCESS,
4513,2025-03-16 21:13:23,1534,,DEPOSIT,5299,SUCCESS,
4514,2025-05-07 00:53:12,2654,3279,IMPS,92206,FAILED,Account Blocked
4515,2025-05-13 10:16:09,3141,,WITHDRAWAL,10660,SUCCESS,
4516,2025-02-21 11:06:18,1272,,WITHDRAWAL,49928,SUCCESS,
4517,2025-10-01 16:25:11,645,4557,FUND TRANSFER,393445,SUCCESS,
4518,2025-01-14 06:33:55,3900,3887,NEFT,391126,FAILED,Network Timeout
4519,2025-08-22 12:45:25,4132,,WITHDRAWAL,12176,SUCCESS,
4520,2025-07-05 07:08:38,1027,,DEPOSIT,11649,SUCCESS,
4521,2025-12-10 21:55:05,2320,,WITHDRAWAL,19551,SUCCESS,
4522,2025-07-19 09:25:58,1149,,ATM WITHDRAWAL,3759,SUCCESS,
4523,2025-07-21 16:21:46,344,,ATM WITHDRAWAL,1053,SUCCESS,
4524,2025-02-16 01:56:00,2601,,INTEREST CREDIT,3016,SUCCESS,
4525,2025-08-19 07:17:44,2332,698,UPI,6409,SUCCESS,
4526,2025-11-14 19:19:05,3529,2104,UPI,5907,SUCCESS,
4527,2025-02-21 15:13:24,2560,382,NEFT,278415,SUCCESS,
4528,2025-01-06 20:11:40,3929,,WITHDRAWAL,8475,SUCCESS,
4529,2025-11-09 19:33:49,1085,1093,NEFT,83309,SUCCESS,
4530,2025-10-24 08:49:25,82,1463,IMPS,41935,SUCCESS,
4531,2025-10-03 22:57:55,2758,2021,UPI,9875,SUCCESS,
4532,2025-06-20 00:53:30,3953,,WITHDRAWAL,21655,SUCCESS,
4533,2025-06-30 22:09:32,531,2804,UPI,4202,SUCCESS,
4534,2025-11-16 20:29:23,2748,,ATM WITHDRAWAL,5256,SUCCESS,
4535,2025-09-27 09:36:26,1299,4178,FUND TRANSFER,413195,SUCCESS,
4536,2025-12-29 07:02:06,852,1872,UPI,7965,SUCCESS,
4537,2025-07-24 11:25:52,555,,DEPOSIT,69478,SUCCESS,
4538,2025-01-30 21:37:56,1084,,WITHDRAWAL,38703,SUCCESS,
4539,2025-05-08 10:57:20,3594,3458,NEFT,498861,FAILED,Account Blocked
4540,2025-11-05 21:38:04,2725,,DEPOSIT,94084,SUCCESS,
4541,2025-10-23 20:00:11,4143,3674,UPI,6833,SUCCESS,
4542,2025-07-29 03:01:51,471,2500,FUND TRANSFER,62533,SUCCESS,
4543,2025-08-03 02:47:38,1791,,ATM WITHDRAWAL,6020,SUCCESS,
4544,2025-09-12 16:43:59,967,,ATM WITHDRAWAL,6554,SUCCESS,
4545,2025-09-02 03:24:44,4150,2375,NEFT,121734,SUCCESS,
4546,2025-07-13 01:58:03,1169,806,UPI,2875,SUCCESS,
4547,2025-02-12 20:26:21,2378,1863,UPI,1375,SUCCESS,
4548,2025-10-23 22:21:59,4499,3221,FUND TRANSFER,947517,SUCCESS,
4549,2025-01-29 14:31:07,1423,1653,UPI,6591,SUCCESS,
4550,2025-01-14 10:01:03,3298,2142,FUND TRANSFER,958233,SUCCESS,
4551,2025-03-22 05:02:57,4027,4357,NEFT,373142,SUCCESS,
4552,2025-01-01 20:10:49,601,1696,UPI,4111,SUCCESS,
4553,2025-05-08 18:31:21,1896,4491,IMPS,164907,SUCCESS,
4554,2025-05-16 19:32:15,1909,961,UPI,3078,SUCCESS,
4555,2025-03-05 04:23:38,3829,1556,UPI,6327,SUCCESS,
4556,2025-05-05 13:37:22,1001,2980,UPI,3955,SUCCESS,
4557,2025-04-13 19:00:45,3712,3308,UPI,4638,SUCCESS,
4558,2025-06-08 10:22:16,558,,ATM WITHDRAWAL,9220,SUCCESS,
4559,2025-11-17 19:25:52,2440,3674,NEFT,492419,SUCCESS,
4560,2025-04-28 15:01:30,76,2940,UPI,7739,SUCCESS,
4561,2025-02-02 15:04:46,1637,,ATM WITHDRAWAL,3418,SUCCESS,
4562,2025-09-03 17:28:37,1404,1585,IMPS,93889,SUCCESS,
4563,2025-02-15 13:40:06,3405,4014,IMPS,86801,SUCCESS,
4564,2025-01-15 18:22:55,4746,4168,IMPS,45889,SUCCESS,
4565,2025-09-12 22:45:01,105,,INTEREST CREDIT,9019,SUCCESS,
4566,2025-10-21 13:57:51,2766,,WITHDRAWAL,9515,SUCCESS,
4567,2025-03-31 12:26:40,4899,,ATM WITHDRAWAL,5499,SUCCESS,
4568,2025-06-26 11:36:31,2924,4524,FUND TRANSFER,992662,SUCCESS,
4569,2025-04-16 23:26:44,3323,,ATM WITHDRAWAL,2509,SUCCESS,
4570,2025-03-28 08:48:35,548,3017,UPI,2708,SUCCESS,
4571,2025-02-08 21:00:52,4979,4951,UPI,5437,SUCCESS,
4572,2025-05-16 19:33:23,1373,,INTEREST CREDIT,2374,SUCCESS,
4573,2025-05-10 11:27:53,1906,4294,NEFT,253347,SUCCESS,
4574,2025-06-08 05:07:08,1699,,WITHDRAWAL,37858,SUCCESS,
4575,2025-10-21 19:47:31,553,3614,IMPS,72984,SUCCESS,
