account_id,BRANCH_CODE,customer_id,ACCOUNT_TYPE,balance,status
1229,18901,415,CAGEN,970000,ACTIVE
1230,01378,416,SBGEN,404100,ACTIVE
1231,04816,417,SB101,66300,ACTIVE
1232,01078,417,TD003,72000,ACTIVE
1233,00234,418,CAGEN,289500,ACTIVE
1234,00891,419,SBCHQ,73200,ACTIVE
1235,00267,419,TD001,579000,ACTIVE
1236,61020,420,SBGEN,34900,ACTIVE
1237,00267,421,SBGEN,6300,ACTIVE
1238,3026,421,TD001,450000,ACTIVE
1239,00691,421,TD003,1942000,ACTIVE
1240,00234,422,TD001,262000,BLOCKED
1241,21249,423,TD002,1830000,ACTIVE
1242,00889,423,TD001,1795000,ACTIVE
1243,00691,423,SBGEN,414200,ACTIVE
1244,16528,424,TD001,791000,ACTIVE
1245,01234,424,SBGEN,48000,ACTIVE
1246,00201,424,TD002,1658000,ACTIVE
1247,00867,425,TD003,1403000,ACTIVE
1248,00267,425,CAGEN,420500,ACTIVE
1249,21249,425,TD001,1018000,ACTIVE
1250,02696,425,SBCHQ,73600,BLOCKED
1251,00234,425,TD001,629000,ACTIVE
1252,00977,426,TD003,193000,ACTIVE
1253,01234,426,CAGEN,689500,ACTIVE
1254,20507,426,CAGEN,789500,ACTIVE
1255,00293,426,TD001,1409000,BLOCKED
1256,21284,426,TD001,1042000,ACTIVE
1257,21007,427,SBCHQ,294500,ACTIVE
1258,00692,427,SB101,108100,ACTIVE
1259,16528,427,SBCHQ,129600,ACTIVE
1260,21240,428,SBGEN,104000,ACTIVE
1261,01173,428,SBBAS2,465500,ACTIVE
1262,00342,429,SBODS4,115600,ACTIVE
1263,21184,429,TD001,679000,ACTIVE
1264,19012,429,CAGEN,834500,ACTIVE
1265,21406,429,TD001,1320000,ACTIVE
1266,20820,429,SBGEN,398800,ACTIVE
1267,00112,430,CAGEN,149500,ACTIVE
1268,00421,430,CAGEN,513500,ACTIVE
1269,16959,430,TD003,1787000,ACTIVE
1270,00692,431,TD003,295000,ACTIVE
1271,20795,431,SBCHQ,258000,ACTIVE
1272,01345,431,SB101,90400,BLOCKED
1273,00799,432,SBGEN,342100,ACTIVE
1274,60148,432,SBCHQ,410000,ACTIVE
1275,30142,432,SBCHQ,180700,ACTIVE
1276,21406,432,TD001,667000,ACTIVE
1277,00112,432,SBGEN,206200,ACTIVE
1278,50782,433,TD002,1296000,ACTIVE
1279,31277,433,CACOL,1730000,ACTIVE
1280,01345,433,TD002,885000,ACTIVE
1281,09012,433,TD001,1048000,ACTIVE
1282,07890,433,TD003,1670000,ACTIVE
1283,00382,434,CACOL,4571000,ACTIVE
1284,21516,434,SBGEN,279300,ACTIVE
1285,00800,434,TD001,1805000,ACTIVE
1286,21249,435,CA0033,3926000,ACTIVE
1287,00867,435,TD002,1898000,ACTIVE
1288,01234,435,SBODS4,223400,BLOCKED
1289,30273,435,SBBAS2,210500,ACTIVE
1290,21061,436,TD001,331000,ACTIVE
1291,16383,436,SBCHQ,146600,ACTIVE
1292,00654,437,SBCHQ,32500,ACTIVE
1293,01012,437,SBGEN,414800,ACTIVE
1294,00454,437,SBCHQ,324800,ACTIVE
1295,21067,437,TD001,106000,ACTIVE
1296,08901,438,TD001,571000,ACTIVE
1297,21061,439,SBGEN,167700,ACTIVE
1298,00656,439,SBCHQ,136300,ACTIVE
1299,20998,439,TD001,1320000,ACTIVE
1300,17980,439,SBBAS2,35900,ACTIVE
1301,21612,439,SBGEN,311400,ACTIVE
1302,15069,440,CACOL,2896000,ACTIVE
1303,00844,440,TD003,1659000,ACTIVE
1304,2714,441,TD001,1576000,ACTIVE
1305,00001,441,TD001,138000,ACTIVE
1306,20963,441,SBGEN,223400,ACTIVE
1307,00123,441,TD001,580000,ACTIVE
1308,21424,441,TD001,1629000,ACTIVE
1309,61020,442,SBCHQ,340900,ACTIVE
1310,00255,443,TD002,313000,ACTIVE
1311,01345,443,SBCHQ,424900,ACTIVE
1312,00293,443,SBCHQ,342300,ACTIVE
1313,11119,443,TD001,1654000,ACTIVE
1314,21861,444,TD001,230000,ACTIVE
1315,08901,444,TD003,225000,ACTIVE
1316,21625,444,TD001,303000,ACTIVE
1317,1675,445,TD003,1237000,ACTIVE
1318,11723,445,TD001,751000,ACTIVE
1319,21205,446,SBGEN,318100,ACTIVE
1320,1675,446,SBODS4,57800,ACTIVE
1321,31277,446,TD001,1018000,ACTIVE
1322,00912,446,TD003,95000,ACTIVE
1323,00512,447,TD001,1271000,ACTIVE
1324,00844,448,SBBAS2,386000,ACTIVE
1325,01045,449,TD002,139000,ACTIVE
1326,01112,449,TD001,730000,BLOCKED
1327,00654,450,TD001,1172000,ACTIVE
1328,3026,450,TD003,106000,BLOCKED
1329,00889,451,SBCHQ,365500,ACTIVE
1330,00692,452,TD001,1263000,ACTIVE
1331,08901,452,TD003,1666000,ACTIVE
1332,16383,452,TD001,1756000,ACTIVE
1333,00998,452,SBBAS2,10100,ACTIVE
1334,05364,453,CAGEN,72500,ACTIVE
1335,21067,453,TD001,1466000,ACTIVE
1336,14567,454,SBGEN,359900,ACTIVE
1337,21249,454,SB101,124900,ACTIVE
1338,00478,454,TD003,1169000,ACTIVE
1339,03456,455,TD003,1918000,ACTIVE
1340,16959,455,SB101,227100,ACTIVE
1341,00945,455,SBGEN,88000,ACTIVE
1342,15071,455,CACOL,3171000,ACTIVE
1343,00800,456,SBODS4,68400,ACTIVE
1344,15069,456,SBCHQ,199000,ACTIVE
1345,11234,456,TD001,1501000,ACTIVE
1346,00998,456,CAGEN,224500,ACTIVE
1347,20795,456,SBGEN,436400,ACTIVE
1348,3026,457,SBCHQ,461100,ACTIVE
1349,13279,457,SBGEN,150600,ACTIVE
1350,17921,457,SBGEN,367100,ACTIVE
1351,20795,457,TD001,1975000,ACTIVE
1352,00454,457,TD003,784000,ACTIVE
1353,03456,458,TD003,1958000,ACTIVE
1354,00212,458,CAGEN,890000,ACTIVE
1355,31277,458,SBCHQ,106900,ACTIVE
1356,21523,458,TD003,378000,BLOCKED
1357,00978,459,CACOL,781000,ACTIVE
1358,1675,459,SBGEN,436100,ACTIVE
1359,21240,459,TD002,1069000,ACTIVE
1360,01173,459,TD001,1020000,ACTIVE
1361,00889,459,SBCHQ,288500,ACTIVE
1362,01178,460,SBGEN,339300,ACTIVE
1363,40769,460,TD002,1465000,ACTIVE
1364,31346,460,TD001,1879000,ACTIVE
1365,00542,460,SBBAS2,201000,BLOCKED
1366,00691,461,TD001,1358000,ACTIVE
1367,00282,461,SBGEN,240100,ACTIVE
1368,16383,461,CACOL,3667000,ACTIVE
1369,21523,462,SBGEN,263800,ACTIVE
1370,20984,462,CACOL,4499000,ACTIVE
1371,00542,463,SBBAS2,250500,ACTIVE
1372,00856,464,SBGEN,238400,ACTIVE
1373,00998,464,CAGEN,208000,ACTIVE
1374,01078,464,SBGEN,416100,ACTIVE
1375,05678,464,CACOL,2624000,ACTIVE
1376,00543,464,SBCHQ,435000,ACTIVE
1377,00156,465,CAGEN,993000,ACTIVE
1378,21213,465,SBBAS2,384300,ACTIVE
1379,01178,465,SB101,133600,ACTIVE
1380,00334,465,TD001,461000,ACTIVE
1381,00212,465,CAGEN,251000,ACTIVE
1382,00282,466,TD001,522000,ACTIVE
1383,03456,466,TD001,387000,ACTIVE
1384,16528,466,SBBAS2,456600,ACTIVE
1385,50784,466,SB101,56600,ACTIVE
1386,12960,466,CACOL,1895000,ACTIVE
1387,00823,467,CAGEN,200500,ACTIVE
1388,21289,467,SBCHQ,29700,ACTIVE
1389,20123,468,SBCHQ,398900,ACTIVE
1390,16383,469,TD001,1288000,ACTIVE
1391,00267,469,CACOL,3376000,ACTIVE
1392,60159,469,TD001,678000,ACTIVE
1393,1675,469,SBGEN,438700,ACTIVE
1394,70649,469,SBCHQ,55100,ACTIVE
1395,01378,470,SBBAS2,65500,ACTIVE
1396,21424,470,TD001,1756000,ACTIVE
1397,70649,470,TD001,734000,ACTIVE
1398,00244,471,TD001,1090000,ACTIVE
1399,00977,471,SBBAS2,379000,ACTIVE
1400,00901,472,CAGEN,275500,ACTIVE
1401,17890,472,TD001,635000,ACTIVE
1402,01312,473,SBGEN,176900,ACTIVE
1403,00723,473,SB101,10600,ACTIVE
1404,13456,473,TD001,485000,ACTIVE
1405,00844,473,SB101,9900,ACTIVE
1406,21240,473,SB101,180300,ACTIVE
1407,00543,474,SBGEN,102500,ACTIVE
1408,00745,474,CACOL,3961000,ACTIVE
1409,15248,474,CACOL,3997000,ACTIVE
1410,00751,475,SBGEN,112600,ACTIVE
1411,50784,475,SBGEN,481800,ACTIVE
1412,1676,475,SBODS4,214400,ACTIVE
1413,00799,476,TD001,1598000,ACTIVE
1414,21067,477,TD001,1224000,ACTIVE
1415,1676,477,TD001,1001000,ACTIVE
1416,00212,478,SBGEN,73500,ACTIVE
1417,00765,478,SBCHQ,78500,ACTIVE
1418,00244,478,SBGEN,276500,ACTIVE
1419,21792,478,TD001,786000,ACTIVE
1420,31346,478,TD001,553000,ACTIVE
1421,00654,479,TD001,545000,BLOCKED
1422,01445,479,SBGEN,297300,ACTIVE
1423,00244,479,TD001,542000,ACTIVE
1424,00751,479,TD003,1170000,ACTIVE
1425,02786,480,SBGEN,426800,ACTIVE
1426,02786,480,TD003,1675000,ACTIVE
1427,00534,481,SBBAS2,450800,ACTIVE
1428,01212,481,SBCHQ,484000,ACTIVE
1429,14158,481,TD001,1981000,ACTIVE
1430,01312,481,SBGEN,177600,ACTIVE
1431,00182,481,SBGEN,437300,ACTIVE
1432,21752,482,CACOL,3878000,ACTIVE
1433,02786,482,SBBAS2,301300,ACTIVE
1434,00901,482,SB101,139900,ACTIVE
1435,50782,482,SBBAS2,487300,ACTIVE
1436,09012,483,SBGEN,175100,ACTIVE
1437,20998,483,CAGEN,538000,ACTIVE
1438,05061,483,SBGEN,426200,BLOCKED
1439,05364,484,TD003,633000,ACTIVE
1440,00788,485,CAGEN,128000,BLOCKED
1441,14826,485,CAGEN,353000,BLOCKED
1442,15306,485,SBGEN,326600,ACTIVE
1443,21251,485,TD001,1228000,ACTIVE
1444,01412,486,CA0033,2655000,ACTIVE
1445,20847,486,SBGEN,407300,ACTIVE
1446,41024,486,SBCHQ,29300,ACTIVE
1447,15678,487,CAGEN,181500,ACTIVE
1448,00836,487,SBGEN,394500,ACTIVE
1449,20984,487,SBGEN,94800,ACTIVE
1450,1675,487,TD001,399000,ACTIVE
1451,21861,488,TD003,538000,ACTIVE
1452,02796,488,CACOL,3168000,ACTIVE
1453,00765,488,TD001,1214000,ACTIVE
1454,21861,488,SBBAS2,406100,ACTIVE
1455,1676,488,CAGEN,828500,ACTIVE
1456,21612,489,SBBAS2,268700,ACTIVE
1457,14158,489,SBCHQ,234600,ACTIVE
1458,14681,490,TD003,1501000,ACTIVE
1459,00454,491,TD001,897000,ACTIVE
1460,00978,491,TD001,1861000,ACTIVE
1461,21651,492,SBCHQ,132100,ACTIVE
1462,14158,492,TD003,1547000,ACTIVE
1463,1675,493,TD001,1265000,BLOCKED
1464,20507,493,CACOL,1640000,ACTIVE
1465,01412,493,CACOL,4049000,BLOCKED
1466,00891,494,TD001,968000,ACTIVE
1467,15306,494,SBBAS2,251400,ACTIVE
1468,00543,494,TD003,192000,BLOCKED
1469,00876,495,SB101,42700,ACTIVE
1470,00301,495,SBBAS2,262900,ACTIVE
1471,21554,496,CAGEN,63000,ACTIVE
1472,00678,497,TD001,1398000,ACTIVE
1473,00234,497,SBCHQ,256200,ACTIVE
1474,01345,497,SB101,87400,ACTIVE
1475,16959,497,TD001,1099000,ACTIVE
1476,12960,497,TD003,719000,ACTIVE
1477,00823,498,CACOL,4811000,ACTIVE
1478,17921,498,TD001,711000,ACTIVE
1479,16528,498,CA0033,1823000,ACTIVE
1480,15248,498,TD001,1491000,ACTIVE
1481,18849,499,CAGEN,373000,ACTIVE
1482,00356,499,SBBAS2,406100,ACTIVE
1483,17921,499,TD003,257000,ACTIVE
1484,15069,500,SBGEN,82300,ACTIVE
1485,00977,500,TD001,251000,ACTIVE
1486,41024,500,TD001,915000,ACTIVE
1487,21061,501,TD001,464000,ACTIVE
1488,17890,501,TD001,1623000,ACTIVE
1489,3026,501,TD001,424000,ACTIVE
1490,00941,502,CAGEN,333000,ACTIVE
1491,08901,502,CAGEN,37000,ACTIVE
1492,00212,502,TD001,407000,ACTIVE
1493,18849,502,SBCHQ,178400,ACTIVE
1494,16959,502,SBODS4,165200,ACTIVE
1495,00421,503,SBCHQ,148400,ACTIVE
1496,21184,504,TD002,1163000,ACTIVE
1497,01378,504,SBGEN,455800,ACTIVE
1498,50784,504,CAGEN,923500,ACTIVE
1499,15248,504,TD003,1320000,ACTIVE
1500,00977,505,SBBAS2,89300,ACTIVE
1501,19012,505,SBODS4,98900,ACTIVE
1502,1980,505,TD003,1501000,ACTIVE
1503,00123,506,SBBAS2,441000,ACTIVE
1504,60156,507,SBGEN,375500,ACTIVE
1505,21251,507,SB101,117200,ACTIVE
1506,00856,507,TD001,91000,ACTIVE
1507,03456,507,SBODS4,68600,ACTIVE
1508,21861,507,CACOL,4520000,ACTIVE
1509,00782,508,CAGEN,67500,ACTIVE
1510,20507,508,CAGEN,645500,ACTIVE
1511,00978,509,TD003,1722000,ACTIVE
1512,50784,509,SBGEN,443900,ACTIVE
1513,05364,510,SB101,33300,ACTIVE
1514,16789,510,SBGEN,167200,ACTIVE
1515,20963,510,SBBAS2,310800,ACTIVE
1516,17890,511,TD001,1213000,ACTIVE
1517,20507,511,TD002,607000,ACTIVE
1518,15069,511,TD002,1293000,ACTIVE
1519,21249,511,SBCHQ,314600,ACTIVE
1520,01078,511,TD002,1865000,ACTIVE
1521,60159,512,CAGEN,509500,ACTIVE
1522,04816,512,SBGEN,356200,ACTIVE
1523,60148,512,TD001,1015000,ACTIVE
1524,14681,512,SBGEN,170400,ACTIVE
1525,20963,513,TD003,1251000,ACTIVE
1526,16789,514,TD001,1054000,ACTIVE
1527,00421,515,TD003,821000,ACTIVE
1528,13279,515,TD002,1704000,ACTIVE
1529,00234,515,SBGEN,142300,ACTIVE
1530,00765,516,SBBAS2,2800,ACTIVE
1531,11234,516,SB101,75800,ACTIVE
1532,00711,517,SBBAS2,204900,ACTIVE
1533,10123,517,SBCHQ,472700,ACTIVE
1534,05061,517,CACOL,3868000,ACTIVE
1535,20507,517,SB101,133800,ACTIVE
1536,20591,518,SBGEN,419700,ACTIVE
1537,21240,518,CA0033,4300000,ACTIVE
1538,00567,518,SBCHQ,35800,ACTIVE
1539,00978,518,SBBAS2,38600,ACTIVE
1540,01173,518,TD001,217000,ACTIVE
1541,02786,519,TD001,931000,ACTIVE
1542,14166,519,CAGEN,345500,ACTIVE
1543,00799,520,SB101,37500,ACTIVE
1544,00491,520,TD003,1219000,ACTIVE
1545,02696,521,SBGEN,411500,ACTIVE
1546,01078,521,TD003,794000,BLOCKED
1547,01234,521,TD001,298000,ACTIVE
1548,00325,522,TD003,921000,ACTIVE
1549,00599,523,TD001,307000,ACTIVE
1550,00800,523,SBGEN,490600,ACTIVE
1551,00941,523,CAGEN,88000,BLOCKED
1552,00234,523,SBBAS2,195900,BLOCKED
1553,00751,524,SBCHQ,348800,ACTIVE
1554,21625,524,TD003,228000,ACTIVE
1555,15678,524,TD001,486000,ACTIVE
1556,00678,525,CAGEN,921000,ACTIVE
1557,21210,525,SBODS4,180400,ACTIVE
1558,00711,525,TD001,1220000,ACTIVE
1559,20984,526,SBBAS2,390500,ACTIVE
1560,07890,526,SBCHQ,203400,ACTIVE
1561,30142,527,TD003,1448000,ACTIVE
1562,00745,527,TD001,1621000,ACTIVE
1563,21251,528,CAGEN,750500,ACTIVE
1564,21279,528,CAGEN,128500,ACTIVE
1565,01045,529,TD001,624000,ACTIVE
1566,01078,529,SB101,164600,ACTIVE
1567,00812,529,SB101,160500,ACTIVE
1568,11723,529,SBCHQ,95700,ACTIVE
1569,21803,530,CAGEN,613500,ACTIVE
1570,16383,531,SB101,205300,ACTIVE
1571,10123,531,TD001,450000,ACTIVE
1572,00325,532,SB101,216800,ACTIVE
1573,18849,532,TD001,1011000,ACTIVE
1574,01012,532,SBBAS2,401200,ACTIVE
1575,09012,533,SBGEN,239300,ACTIVE
1576,61020,533,TD003,704000,ACTIVE
1577,01178,534,SBGEN,329000,ACTIVE
1578,11121,534,SBCHQ,267000,ACTIVE
1579,11119,534,TD001,212000,ACTIVE
1580,01512,534,SBGEN,115200,ACTIVE
1581,00844,534,SBBAS2,277100,ACTIVE
1582,21651,535,SBBAS2,379600,ACTIVE
1583,01345,535,SBGEN,405200,ACTIVE
1584,00282,536,TD001,751000,ACTIVE
1585,00212,536,TD001,1473000,ACTIVE
1586,21625,537,SB101,222500,ACTIVE
1587,01112,537,CAGEN,291500,ACTIVE
1588,21406,537,SBCHQ,55000,ACTIVE
1589,00342,537,SBBAS2,356800,ACTIVE
1590,08901,537,SB101,106900,ACTIVE
1591,14681,538,CACOL,352000,ACTIVE
1592,00201,539,SBBAS2,338700,ACTIVE
1593,00891,539,SBCHQ,347800,ACTIVE
1594,00612,539,SBBAS2,86100,ACTIVE
1595,00454,539,TD003,236000,ACTIVE
1596,04816,540,SBBAS2,266200,ACTIVE
1597,00901,540,CAGEN,611000,ACTIVE
1598,12960,541,SBGEN,327300,ACTIVE
1599,04816,541,CAGEN,402000,ACTIVE
1600,15071,541,SBCHQ,95300,ACTIVE
1601,00567,542,TD003,375000,ACTIVE
1602,14681,543,TD001,377000,ACTIVE
1603,05364,544,SBGEN,456700,ACTIVE
1604,00613,544,SBBAS2,389600,ACTIVE
1605,11234,544,CAGEN,683000,ACTIVE
1606,00941,545,SBODS4,234700,ACTIVE
1607,00478,545,SBGEN,89200,ACTIVE
1608,21067,545,TD001,1800000,ACTIVE
1609,00325,545,TD001,1930000,ACTIVE
1610,60159,545,TD002,948000,ACTIVE
1611,01445,546,TD003,1666000,ACTIVE
1612,14171,546,CAGEN,772500,ACTIVE
1613,1676,546,TD002,677000,ACTIVE
1614,11723,547,SBBAS2,276800,ACTIVE
1615,00373,547,SBODS4,229900,ACTIVE
1616,00691,547,SBCHQ,312000,BLOCKED
1617,50784,547,SBCHQ,478200,ACTIVE
1618,1195,548,CACOL,3899000,ACTIVE
1619,01178,548,TD002,91000,ACTIVE
1620,00823,548,TD003,403000,ACTIVE
1621,16383,549,CAGEN,250000,ACTIVE
1622,00856,549,CAGEN,228500,ACTIVE
1623,1676,550,SB101,61700,ACTIVE
1624,00823,550,SBCHQ,18400,BLOCKED
1625,21400,550,TD001,300000,ACTIVE
1626,20123,550,TD003,230000,ACTIVE
1627,20795,550,TD001,893000,ACTIVE
1628,00945,551,SBCHQ,130100,ACTIVE
1629,15306,551,TD001,1107000,ACTIVE
1630,03456,551,SBBAS2,441600,ACTIVE
1631,00612,552,TD001,1113000,ACTIVE
1632,00156,552,SBBAS2,468800,ACTIVE
1633,21803,552,SBGEN,320000,ACTIVE
1634,1676,552,SBCHQ,311300,ACTIVE
1635,00977,552,TD001,128000,ACTIVE
1636,1195,553,TD002,1364000,ACTIVE
1637,20963,553,SBGEN,433800,ACTIVE
1638,07890,554,TD001,575000,ACTIVE
1639,00765,554,SBODS4,84300,ACTIVE
1640,60159,555,CAGEN,894000,ACTIVE
1641,03093,555,TD001,1865000,ACTIVE
1642,00788,555,SB101,138600,ACTIVE
1643,31277,556,SBCHQ,343500,ACTIVE
1644,04187,556,TD001,364000,ACTIVE
1645,14826,556,SBGEN,231800,ACTIVE
1646,03093,556,SBCHQ,31900,ACTIVE
1647,20963,557,TD003,882000,ACTIVE
1648,11660,557,TD001,1183000,ACTIVE
1649,18849,558,CA0033,560000,ACTIVE
1650,41024,558,SBGEN,223900,ACTIVE
1651,00123,558,SBODS4,175100,ACTIVE
1652,31346,558,TD001,495000,ACTIVE
1653,00311,558,TD001,1133000,ACTIVE
1654,14681,559,SBGEN,161600,ACTIVE
1655,20984,559,SBGEN,234100,ACTIVE
1656,04816,559,TD003,1635000,ACTIVE
1657,00001,560,TD001,215000,ACTIVE
1658,17890,560,SB101,104800,ACTIVE
1659,02345,561,TD003,908000,ACTIVE
1660,00613,562,CACOL,4513000,ACTIVE
1661,14826,563,TD003,650000,ACTIVE
1662,02796,563,TD001,536000,ACTIVE
1663,16789,563,SBBAS2,87400,ACTIVE
1664,50784,564,CAGEN,924000,ACTIVE
1665,15069,564,SBBAS2,5800,ACTIVE
1666,21612,564,CAGEN,857000,ACTIVE
1667,00723,565,TD001,1081000,ACTIVE
1668,01012,566,TD003,1060000,ACTIVE
1669,1980,567,CACOL,4446000,ACTIVE
1670,00654,567,SBGEN,186200,ACTIVE
1671,31346,567,SB101,199400,ACTIVE
1672,00123,567,SB101,105500,ACTIVE
1673,00454,567,TD002,813000,ACTIVE
1674,12960,568,CAGEN,167500,BLOCKED
1675,20123,569,SBCHQ,82700,ACTIVE
1676,00123,569,TD001,551000,ACTIVE
1677,20984,569,SBBAS2,70600,ACTIVE
1678,40769,570,SBCHQ,26800,ACTIVE
1679,16383,570,SBGEN,13100,ACTIVE
1680,00941,570,CAGEN,181500,ACTIVE
1681,01045,571,SB101,109600,ACTIVE
1682,00612,571,TD003,1395000,ACTIVE
1683,20847,571,TD001,1680000,ACTIVE
1684,11723,571,TD003,972000,ACTIVE
1685,11119,572,TD001,1811000,ACTIVE
1686,10123,572,SB101,143600,ACTIVE
1687,00977,573,TD002,1071000,ACTIVE
1688,00432,573,SB101,2900,ACTIVE
1689,21279,573,SBBAS2,9400,ACTIVE
1690,00844,573,SBCHQ,453800,ACTIVE
1691,21424,573,TD003,611000,ACTIVE
1692,12960,574,TD001,1381000,ACTIVE
1693,01173,574,SBCHQ,406700,ACTIVE
1694,15071,574,SBGEN,230700,ACTIVE
1695,11234,575,CAGEN,897000,ACTIVE
1696,01441,575,SBCHQ,472400,ACTIVE
1697,01245,575,CAGEN,21500,ACTIVE
1698,00782,575,SB101,79100,ACTIVE
1699,00856,575,TD003,1602000,ACTIVE
1700,20963,576,TD001,763000,ACTIVE
1701,21651,576,SBGEN,327000,ACTIVE
1702,00711,576,TD001,1709000,ACTIVE
1703,00267,576,CACOL,405000,ACTIVE
1704,00156,576,CAGEN,913000,ACTIVE
1705,13279,577,SBGEN,232100,ACTIVE
1706,00912,577,SBGEN,163900,ACTIVE
1707,00123,577,SBCHQ,327400,BLOCKED
1708,08901,578,SBCHQ,57600,ACTIVE
1709,00213,578,TD001,1845000,ACTIVE
1710,02696,579,SBCHQ,499500,ACTIVE
1711,14567,579,TD001,76000,ACTIVE
1712,16959,579,SBCHQ,438400,ACTIVE
1713,21803,580,SBGEN,12900,ACTIVE
1714,05744,580,SB101,224400,ACTIVE
1715,21612,580,TD003,995000,ACTIVE
1716,21284,580,TD001,826000,ACTIVE
1717,00978,580,SBGEN,318000,ACTIVE
1718,14681,581,SBGEN,117700,ACTIVE
1719,21861,581,TD001,951000,ACTIVE
1720,00182,581,SB101,143100,ACTIVE
1721,41024,581,SBGEN,402300,ACTIVE
1722,01512,582,TD002,90000,ACTIVE
1723,00634,583,CAGEN,68000,ACTIVE
1724,60007,583,SBGEN,153200,ACTIVE
1725,00765,583,TD001,74000,ACTIVE
1726,04187,583,SB101,136300,ACTIVE
1727,14826,583,SBODS4,241500,ACTIVE
1728,31346,584,SB101,145200,ACTIVE
1729,01441,585,SBODS4,142000,ACTIVE
1730,21861,586,SBCHQ,332800,ACTIVE
1731,00788,587,TD001,892000,ACTIVE
1732,00751,588,TD003,486000,ACTIVE
1733,16383,588,SBCHQ,198600,BLOCKED
1734,15306,588,CAGEN,257000,ACTIVE
1735,00123,588,SBCHQ,312800,ACTIVE
1736,05744,589,SBCHQ,49100,ACTIVE
1737,00356,589,TD001,1736000,ACTIVE
1738,01278,589,SBCHQ,407200,ACTIVE
1739,30273,589,CAGEN,19000,ACTIVE
1740,00244,590,SBCHQ,425300,ACTIVE
1741,21651,590,TD001,906000,ACTIVE
1742,17890,590,SBCHQ,34800,ACTIVE
1743,21424,590,SBCHQ,480400,ACTIVE
1744,15678,591,TD003,974000,ACTIVE
1745,00723,592,SBGEN,21400,ACTIVE
1746,00399,592,SB101,172300,ACTIVE
1747,1676,592,SB101,239700,ACTIVE
1748,00889,592,SBBAS2,66200,ACTIVE
1749,00112,592,TD002,254000,ACTIVE
1750,14166,593,SBBAS2,308400,ACTIVE
1751,00799,593,SBCHQ,68900,ACTIVE
1752,00799,593,SB101,134000,ACTIVE
1753,14171,594,SBBAS2,242700,ACTIVE
1754,11121,594,TD002,1490000,ACTIVE
1755,21523,594,SBGEN,185500,ACTIVE
1756,41024,594,SBCHQ,248500,ACTIVE
1757,11660,595,SBBAS2,107100,ACTIVE
1758,00612,595,TD001,437000,ACTIVE
1759,15306,595,CAGEN,261500,ACTIVE
1760,00421,596,SBCHQ,381600,ACTIVE
1761,05744,596,CACOL,3438000,ACTIVE
1762,01178,596,SBGEN,208500,BLOCKED
1763,00891,596,TD001,1756000,ACTIVE
1764,20591,596,SBGEN,50900,ACTIVE
1765,15678,597,TD003,1658000,ACTIVE
1766,11234,597,TD003,1727000,ACTIVE
1767,00356,598,SBCHQ,451400,ACTIVE
1768,70649,598,TD002,575000,BLOCKED
1769,11234,598,SBCHQ,476800,ACTIVE
1770,21249,598,TD003,1673000,ACTIVE
1771,00800,598,TD001,597000,ACTIVE
1772,00412,599,CAGEN,279000,ACTIVE
1773,21007,599,TD001,706000,ACTIVE
1774,18294,599,TD003,1849000,ACTIVE
1775,21861,599,TD003,882000,ACTIVE
1776,00399,599,TD001,1704000,ACTIVE
1777,01345,600,TD003,1015000,ACTIVE
1778,01012,600,SBBAS2,41200,ACTIVE
1779,03456,600,SBGEN,348400,ACTIVE
1780,00212,601,TD003,1104000,ACTIVE
1781,05061,601,TD001,1407000,ACTIVE
1782,00255,601,TD003,1435000,ACTIVE
1783,21803,601,TD003,1715000,ACTIVE
1784,00543,601,TD002,1594000,ACTIVE
1785,07890,602,SBCHQ,172700,ACTIVE
1786,00856,603,SBCHQ,180800,ACTIVE
1787,00301,603,SB101,186300,ACTIVE
1788,21523,603,TD003,1072000,ACTIVE
1789,01445,603,TD003,496000,ACTIVE
1790,01145,604,TD003,223000,ACTIVE
1791,20123,605,TD001,649000,ACTIVE
1792,61020,605,TD001,529000,ACTIVE
1793,01512,605,TD003,1480000,ACTIVE
1794,16959,605,SBCHQ,484700,ACTIVE
1795,20847,605,TD001,1122000,ACTIVE
1796,06789,606,TD001,1088000,ACTIVE
1797,17890,607,SBODS4,110300,ACTIVE
1798,21400,608,SBGEN,76200,ACTIVE
1799,20123,608,TD001,647000,ACTIVE
1800,00542,608,TD001,1161000,ACTIVE
1801,60159,608,TD003,1404000,ACTIVE
1802,15248,608,TD001,1392000,ACTIVE
1803,00691,609,TD001,337000,ACTIVE
1804,1980,609,SBGEN,126000,ACTIVE
1805,01245,609,SBODS4,236100,ACTIVE
1806,2714,609,SB101,36800,ACTIVE
1807,14567,610,TD001,1690000,ACTIVE
1808,14681,610,TD001,1705000,ACTIVE
1809,00678,610,CAGEN,495000,ACTIVE
1810,00799,610,SBGEN,492600,ACTIVE
1811,21625,610,TD003,1157000,ACTIVE
1812,19012,611,SBGEN,458000,ACTIVE
1813,00889,612,SBODS4,178900,ACTIVE
1814,18294,612,TD001,1647000,ACTIVE
1815,01012,612,CAGEN,424000,ACTIVE
1816,11119,612,CAGEN,399500,ACTIVE
1817,21210,612,TD001,1048000,ACTIVE
1818,13279,613,SB101,206700,ACTIVE
1819,00244,613,SBBAS2,159200,ACTIVE
1820,00711,613,TD003,1535000,ACTIVE
1821,00788,613,SBGEN,381800,ACTIVE
1822,08901,613,TD001,1419000,ACTIVE
1823,00856,614,SB101,54600,ACTIVE
